date,value
2022-06-26,0.67
2022-06-27,0.56
2022-06-28,0.0
2022-06-29,0.0
2022-06-30,0.55
2022-07-01,1.91
2022-07-02,0.3
2022-07-03,1.29
2022-07-04,0.95
2022-07-05,0.96
2022-07-06,0.0
2022-07-07,4.16
2022-07-08,0.0
2022-07-09,3.46
2022-07-10,1.7
2022-07-11,3.09
2022-07-12,1.69
2022-07-13,0.15
2022-07-14,0.0
2022-07-15,0.0
2022-07-16,0.95
2022-07-17,0.51
2022-07-18,0.0
2022-07-19,1.09
2022-07-20,0.0
2022-07-21,2.12
2022-07-22,0.75
2022-07-23,0.0
2022-07-24,1.29
2022-07-25,0.0
2022-07-26,0.0
2022-07-27,0.0
2022-07-28,3.98
2022-07-29,3.28
2022-07-30,1.3
2022-07-31,0.57
2022-08-01,0.0
2022-08-02,0.0
2022-08-03,2.89
2022-08-04,0.0
2022-08-05,1.54
2022-08-06,2.67
2022-08-07,3.91
2022-08-08,0.0
2022-08-09,0.36
2022-08-10,0.0
2022-08-11,0.0
2022-08-12,1.55
2022-08-13,2.01
2022-08-14,2.03
2022-08-15,0.0
2022-08-16,1.33
2022-08-17,0.98
2022-08-18,0.0
2022-08-19,0.0
2022-08-20,1.09
2022-08-21,0.0
2022-08-22,0.0
2022-08-23,0.57
2022-08-24,0.0
2022-08-25,0.0
2022-08-26,0.41
2022-08-27,0.0
2022-08-28,0.0
2022-08-29,0.0
2022-08-30,2.36
2022-08-31,0.88
2022-09-01,3.28
2022-09-02,0.65
2022-09-03,2.61
2022-09-04,1.5
2022-09-05,2.27
2022-09-06,1.71
2022-09-07,1.59
2022-09-08,3.87
2022-09-09,0.58
2022-09-10,2.02
2022-09-11,3.21
2022-09-12,1.9
2022-09-13,0.66
2022-09-14,1.82
2022-09-15,2.21
2022-09-16,0.0
2022-09-17,2.02
2022-09-18,3.76
2022-09-19,2.37
2022-09-20,0.0
2022-09-21,0.3
2022-09-22,1.33
2022-09-23,1.43
2022-09-24,3.72
2022-09-25,2.55
2022-09-26,2.01
2022-09-27,3.39
2022-09-28,0.79
2022-09-29,0.0
2022-09-30,0.31
2022-10-01,4.91
2022-10-02,2.69
2022-10-03,2.68
2022-10-04,3.86
2022-10-05,5.46
2022-10-06,0.0
2022-10-07,1.31
2022-10-08,4.51
2022-10-09,2.34
2022-10-10,3.67
2022-10-11,0.69
2022-10-12,1.98
2022-10-13,0.79
2022-10-14,1.47
2022-10-15,5.7
2022-10-16,2.54
2022-10-17,2.13
2022-10-18,2.1
2022-10-19,3.36
2022-10-20,3.23
2022-10-21,4.28
2022-10-22,1.63
2022-10-23,6.57
2022-10-24,4.71
2022-10-25,1.19
2022-10-26,2.05
2022-10-27,4.46
2022-10-28,3.49
2022-10-29,2.44
2022-10-30,2.32
2022-10-31,3.47
2022-11-01,1.48
2022-11-02,1.66
2022-11-03,2.32
2022-11-04,2.84
2022-11-05,2.47
2022-11-06,4.12
2022-11-07,5.1
2022-11-08,2.5
2022-11-09,4.36
2022-11-10,3.8
2022-11-11,1.81
2022-11-12,3.67
2022-11-13,0.23
2022-11-14,0.83
2022-11-15,1.28
2022-11-16,4.45
2022-11-17,3.31
2022-11-18,7.13
2022-11-19,0.0
2022-11-20,0.92
2022-11-21,0.0
2022-11-22,3.86
2022-11-23,5.59
2022-11-24,7.11
2022-11-25,2.9
2022-11-26,3.59
2022-11-27,2.55
2022-11-28,2.97
2022-11-29,4.55
2022-11-30,3.9
2022-12-01,5.82
2022-12-02,4.03
2022-12-03,5.1
2022-12-04,1.85
2022-12-05,3.51
2022-12-06,3.26
2022-12-07,2.76
2022-12-08,2.65
2022-12-09,5.5
2022-12-10,5.52
2022-12-11,5.53
2022-12-12,1.87
2022-12-13,4.2
2022-12-14,4.13
2022-12-15,3.79
2022-12-16,10.8
2022-12-17,5.32
2022-12-18,4.6
2022-12-19,3.75
2022-12-20,4.69
2022-12-21,5.07
2022-12-22,8.11
2022-12-23,2.67
2022-12-24,2.3
2022-12-25,4.31
2022-12-26,0.73
2022-12-27,5.39
2022-12-28,5.35
2022-12-29,6.03
2022-12-30,4.59
2022-12-31,3.61
2023-01-01,2.96
2023-01-02,0.0
2023-01-03,0.58
2023-01-04,2.2
2023-01-05,5.26
2023-01-06,2.57
2023-01-07,3.91
2023-01-08,5.86
2023-01-09,5.65
2023-01-10,5.5
2023-01-11,1.69
2023-01-12,7.25
2023-01-13,1.82
2023-01-14,5.56
2023-01-15,3.05
2023-01-16,6.16
2023-01-17,4.34
2023-01-18,3.99
2023-01-19,5.47
2023-01-20,4.52
2023-01-21,7.26
2023-01-22,4.61
2023-01-23,3.88
2023-01-24,5.57
2023-01-25,0.47
2023-01-26,3.62
2023-01-27,4.17
2023-01-28,2.91
2023-01-29,4.15
2023-01-30,4.22
2023-01-31,4.28
2023-02-01,6.1
2023-02-02,4.85
2023-02-03,3.71
2023-02-04,7.37
2023-02-05,5.25
2023-02-06,4.78
2023-02-07,2.79
2023-02-08,1.98
2023-02-09,6.9
2023-02-10,3.42
2023-02-11,4.76
2023-02-12,5.65
2023-02-13,4.16
2023-02-14,2.11
2023-02-15,6.52
2023-02-16,4.41
2023-02-17,1.77
2023-02-18,5.61
2023-02-19,6.42
2023-02-20,4.51
2023-02-21,6.04
2023-02-22,2.97
2023-02-23,3.15
2023-02-24,4.76
2023-02-25,5.31
2023-02-26,5.43
2023-02-27,1.98
2023-02-28,5.18
2023-03-01,5.31
2023-03-02,4.85
2023-03-03,4.34
2023-03-04,3.12
2023-03-05,4.31
2023-03-06,7.21
2023-03-07,3.91
2023-03-08,5.55
2023-03-09,0.58
2023-03-10,1.09
2023-03-11,5.23
2023-03-12,2.6
2023-03-13,1.42
2023-03-14,3.52
2023-03-15,2.57
2023-03-16,6.15
2023-03-17,6.03
2023-03-18,4.13
2023-03-19,4.97
2023-03-20,3.74
2023-03-21,2.12
2023-03-22,6.15
2023-03-23,3.81
2023-03-24,5.06
2023-03-25,2.67
2023-03-26,3.38
2023-03-27,2.5
2023-03-28,2.23
2023-03-29,6.98
2023-03-30,5.68
2023-03-31,4.91
2023-04-01,2.1
2023-04-02,3.06
2023-04-03,4.87
2023-04-04,0.0
2023-04-05,2.85
2023-04-06,2.93
2023-04-07,3.85
2023-04-08,5.81
2023-04-09,0.72
2023-04-10,3.42
2023-04-11,0.02
2023-04-12,0.0
2023-04-13,2.82
2023-04-14,5.18
2023-04-15,0.0
2023-04-16,3.61
2023-04-17,3.24
2023-04-18,2.24
2023-04-19,4.99
2023-04-20,5.68
2023-04-21,2.79
2023-04-22,3.24
2023-04-23,1.33
2023-04-24,2.32
2023-04-25,5.51
2023-04-26,1.01
2023-04-27,2.44
2023-04-28,1.25
2023-04-29,2.26
2023-04-30,1.53
2023-05-01,0.0
2023-05-02,0.0
2023-05-03,3.44
2023-05-04,2.58
2023-05-05,0.85
2023-05-06,0.46
2023-05-07,3.23
2023-05-08,2.71
2023-05-09,2.31
2023-05-10,0.38
2023-05-11,4.34
2023-05-12,0.41
2023-05-13,2.04
2023-05-14,0.18
2023-05-15,0.0
2023-05-16,0.0
2023-05-17,2.14
2023-05-18,1.11
2023-05-19,3.63
2023-05-20,1.85
2023-05-21,1.87
2023-05-22,0.87
2023-05-23,0.45
2023-05-24,0.55
2023-05-25,0.0
2023-05-26,1.32
2023-05-27,0.0
2023-05-28,1.76
2023-05-29,0.88
2023-05-30,3.06
2023-05-31,2.11
